severity,same_phrase,phrase
1,B,I can't see the sign I have a blurry vision
1,B,I can't see the sign I have a blurry vision
1,B,I can't see the sign I have a blurry vision
1,B,I can't see the sign I have a blurry vision
1,B,I can't see the sign I have a blurry vision
1,B,I can't see the sign I have a blurry vision
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,i can't see well
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't sleep I have a hard cough
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,I can't stand up or sit down I have a pain in my back that annoys me
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,"I can't stand up, I feel my brain is moving inside my skull."
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my shoulder
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
1,B,I can't stand with this horrible feeling in my stomach
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
0,A,I can't stop coughing
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't turn my neck to the left without feeling a stabbing pain
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk because i have a great foot ache
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,I can't walk well I have an ache in my foot
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,"i can't walk, my knee hurts me"
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
1,B,I can't work good I have a pain in my knee
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
0,A,I can`t stop coughing.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot bear this squeezing sensation I have in my chest.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot breathe because of this dull ache below my left shoulder.
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,I cannot get warm no matter how much I wrap up or how high I put the heating on
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
1,B,i cant breathe
0,A,i cant sleep because of cold
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,i cant sleep because of cough
0,A,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.
